Source,Type,Path,"Created Date"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/eca33dee3d4a00d26794bb739b926837/sp3qfe/mshtml.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/eca33dee3d4a00d26794bb739b926837/sp3qfe/mshtml.dll","2009-11-09 03:59:24 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/95b0eb6de61f9c4758f6dd82521ed694/sp3gdr/mshtml.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/95b0eb6de61f9c4758f6dd82521ed694/sp3gdr/mshtml.dll","2009-11-09 03:59:24 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/95b0eb6de61f9c4758f6dd82521ed694/sp3qfe/mshtml.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/SoftwareDistribution/Download/95b0eb6de61f9c4758f6dd82521ed694/sp3qfe/mshtml.dll","2009-11-09 03:59:24 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/srchasst/srchui.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/srchasst/srchui.dll","2009-11-09 02:25:32 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/acctres.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/acctres.dll","2009-11-09 02:25:42 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/initpki.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/initpki.dll","2009-11-08 17:55:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/appwiz.cpl",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/appwiz.cpl","2009-11-16 21:26:27 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/autodisc.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/autodisc.dll","2009-11-08 17:55:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/acctres.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/acctres.dll","2009-11-09 02:32:23 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/diskcopy.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/diskcopy.dll","2009-11-09 02:32:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/compatui.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/compatui.dll","2009-11-09 02:31:57 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/objsel.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/objsel.dll","2009-11-09 02:34:30 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0401.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0401.dll","2009-11-09 02:35:50 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0404.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0404.dll","2009-11-09 02:35:50 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0405.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0405.dll","2009-11-09 02:35:50 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0406.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0406.dll","2009-11-09 02:35:50 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0407.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0407.dll","2009-11-09 02:35:50 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb040b.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb040b.dll","2009-11-09 02:35:50 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb040C.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb040C.dll","2009-11-09 02:35:51 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb040D.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb040D.dll","2009-11-09 02:35:51 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb040e.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb040e.dll","2009-11-09 02:35:51 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0410.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0410.dll","2009-11-09 02:35:51 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0411.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0411.dll","2009-11-09 02:35:51 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0412.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0412.dll","2009-11-09 02:35:51 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0413.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0413.dll","2009-11-09 02:35:51 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0414.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0414.dll","2009-11-09 02:35:52 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0415.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0415.dll","2009-11-09 02:35:52 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0416.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0416.dll","2009-11-09 02:35:52 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0419.dll.new",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0419.dll.new","2009-11-09 02:35:52 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/secupd.sig",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/secupd.sig","2009-11-09 02:32:09 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/oembios.sig",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/oembios.sig","2009-11-09 02:32:09 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/appwiz.cpl",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/appwiz.cpl","2009-11-09 02:32:27 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/apps.chm",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/apps.chm","2009-11-09 02:31:56 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/atmuni.sys",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/atmuni.sys","2009-11-09 02:32:28 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/autodisc.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/autodisc.dll","2009-11-09 02:32:29 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/conime.exe",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/conime.exe","2009-11-09 02:32:46 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/cnfgprts.ocx",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/cnfgprts.ocx","2009-11-09 02:31:57 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/credui.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/credui.dll","2009-11-09 02:32:47 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/cryptdlg.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/cryptdlg.dll","2009-11-09 02:31:58 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/filemgmt.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/filemgmt.dll","2009-11-09 02:33:06 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/gpkrsrc.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/gpkrsrc.dll","2009-11-09 02:33:12 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/helpctr.exe",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/helpctr.exe","2009-11-09 02:33:13 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/imsinsnt.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/imsinsnt.dll","2009-11-09 02:33:35 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/initpki.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/initpki.dll","2009-11-09 02:33:36 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/ipv6mon.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/ipv6mon.dll","2009-11-09 02:33:38 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/msoeres.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/msoeres.dll","2009-11-09 02:34:12 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/mspaint.exe",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/mspaint.exe","2009-11-09 02:34:12 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/msrating.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/msrating.dll","2009-11-10 02:38:45 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/osk.exe",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/osk.exe","2009-11-09 02:34:32 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/query.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/query.dll","2009-11-10 01:59:43 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/rcbdyctl.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/rcbdyctl.dll","2009-11-09 02:34:44 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/regwizc.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/regwizc.dll","2009-11-09 02:34:45 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/nmwb.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/nmwb.dll","2009-11-09 02:34:26 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0408.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0408.dll","2009-11-09 02:35:50 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/rtcshare.exe",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/rtcshare.exe","2009-11-09 02:34:47 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/runas.exe",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/runas.exe","2009-11-09 02:34:47 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0401.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0401.dll","2009-11-09 02:35:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0402.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0402.dll","2009-11-09 02:35:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0404.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0404.dll","2009-11-09 02:35:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0405.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0405.dll","2009-11-09 02:35:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0406.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0406.dll","2009-11-09 02:35:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0407.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0407.dll","2009-11-09 02:35:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0408.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0408.dll","2009-11-09 02:35:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra040b.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra040b.dll","2009-11-09 02:35:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra040C.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra040C.dll","2009-11-09 02:35:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra040e.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra040e.dll","2009-11-09 02:35:55 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0410.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0410.dll","2009-11-09 02:35:55 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0411.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0411.dll","2009-11-09 02:35:55 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0412.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0412.dll","2009-11-09 02:35:55 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0413.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0413.dll","2009-11-09 02:35:55 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0414.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0414.dll","2009-11-09 02:35:55 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0415.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0415.dll","2009-11-09 02:35:55 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0416.dll.new",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0416.dll.new","2009-11-09 02:35:55 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/srchui.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/srchui.dll","2009-11-09 02:35:07 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra040D.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra040D.dll","2009-11-09 02:35:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0426.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0426.dll","2009-11-09 02:35:56 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/wmploc.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/wmploc.dll","2009-11-09 02:35:41 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/wsnmp32.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/wsnmp32.dll","2009-11-09 02:35:47 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0419.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0419.dll","2009-11-09 02:35:52 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb041b.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb041b.dll","2009-11-09 02:35:52 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb041D.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb041D.dll","2009-11-09 02:35:53 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb041f.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb041f.dll","2009-11-09 02:35:53 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0424.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0424.dll","2009-11-09 02:35:53 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0804.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0804.dll","2009-11-09 02:35:53 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0816.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0816.dll","2009-11-09 02:35:53 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0C0A.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/obrb0C0A.dll","2009-11-09 02:35:53 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0416.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0416.dll","2009-11-09 02:35:55 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0418.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0418.dll","2009-11-09 02:35:55 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0419.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0419.dll","2009-11-09 02:35:56 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra041a.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra041a.dll","2009-11-09 02:35:56 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra041b.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra041b.dll","2009-11-09 02:35:56 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra041D.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra041D.dll","2009-11-09 02:35:56 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra041e.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra041e.dll","2009-11-09 02:35:56 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra041f.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra041f.dll","2009-11-09 02:35:56 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0424.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0424.dll","2009-11-09 02:35:56 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0425.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0425.dll","2009-11-09 02:35:56 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0427.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0427.dll","2009-11-09 02:35:56 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0816.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0816.dll","2009-11-09 02:35:57 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0C0A.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/spra0C0A.dll","2009-11-09 02:35:57 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/xpob2res.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/xpob2res.dll","2009-11-09 02:35:53 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/xpsp1res.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/dllcache/xpsp1res.dll","2009-11-09 02:35:57 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/drivers/atmuni.sys",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/drivers/atmuni.sys","2009-11-08 17:55:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/credui.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/credui.dll","2009-11-11 22:02:42 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/filemgmt.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/filemgmt.dll","2009-11-11 02:13:09 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/oobe/migx25c.dun",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/oobe/migx25c.dun","2009-11-09 02:24:59 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/oobe/agtscrpt.js",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/oobe/agtscrpt.js","2009-11-09 02:24:57 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/oobe/migip.dun",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/oobe/migip.dun","2009-11-09 02:24:58 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/oobe/migx25a.dun",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/oobe/migx25a.dun","2009-11-09 02:24:59 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/oobe/migx25b.dun",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/oobe/migx25b.dun","2009-11-09 02:24:59 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/oobe/obeip.dun",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/oobe/obeip.dun","2009-11-09 02:24:59 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/osk.exe",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/osk.exe","2009-11-11 02:13:01 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/ipv6mon.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/ipv6mon.dll","2009-11-08 17:55:54 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/python26.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/python26.dll","2009-11-13 03:57:38 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/query.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/query.dll","2009-11-10 01:59:43 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/rtcshare.exe",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/rtcshare.exe","2009-11-08 17:55:55 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/runas.exe",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/runas.exe","2009-11-08 17:55:55 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/secupd.sig",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/secupd.sig","2009-11-08 17:55:55 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/Setup/imsinsnt.dll",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/Setup/imsinsnt.dll","2009-11-08 17:55:55 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/wbem/AutoRecover/26C097A9392F8C541AD42E89B7909073.mof",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/wbem/AutoRecover/26C097A9392F8C541AD42E89B7909073.mof","2009-11-09 02:23:41 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/wbem/AutoRecover/C8463ECBE33BC240263A0B094E46D510.mof",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/wbem/AutoRecover/C8463ECBE33BC240263A0B094E46D510.mof","2009-11-10 02:57:35 EET"
"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/wbem/AutoRecover/3EC317800FF508210BB945C81C0EACE7.mof",File,"/img_jo-2009-11-16.E01/vol_vol2/WINDOWS/system32/wbem/AutoRecover/3EC317800FF508210BB945C81C0EACE7.mof","2009-11-09 02:23:44 EET"
